Route1,Route2,DTW_Distance
TLV - BKK,TLV - IAS,17725.171899218036
TLV - BKK,TLV - ICN,9652.990122963443
TLV - BKK,TLV - IST,16679.967498058857
TLV - BKK,TLV - JFK,53693.6419751365
TLV - BKK,TLV - JNB,14972.625403583577
TLV - BKK,TLV - KEF,26980.662726835486
TLV - BKK,TLV - KIV,16571.087000307227
TLV - BKK,TLV - KRK,19585.346200319025
TLV - BKK,TLV - LAX,113055.33958779057
TLV - BKK,TLV - LCA,15812.059321436156
TLV - BKK,TLV - LHR,26383.60864576309
TLV - BKK,TLV - LIS,29976.574059327755
TLV - BKK,TLV - MAD,26462.766734861463
TLV - BKK,TLV - MAN,27798.598522815148
TLV - BKK,TLV - MIA,55817.62882534048
TLV - BKK,TLV - MLA,19140.91070085927
TLV - BKK,TLV - MUC,21194.906524729846
TLV - BKK,TLV - MXP,22573.96530425963
TLV - BKK,TLV - NAP,20034.732427325613
TLV - BKK,TLV - NCE,22331.35679861015
TLV - BKK,TLV - NRT,21111.947414517595
TLV - BKK,TLV - OPO,30475.786024641347
TLV - BKK,TLV - ORD,72161.48369019144
TLV - BKK,TLV - OTP,17623.685640069467
TLV - BKK,TLV - PEK,10698.600189498826
TLV - BKK,TLV - PFO,15823.53436143112
TLV - BKK,TLV - PMI,24135.500103980798
TLV - BKK,TLV - PRG,21568.001898094604
TLV - BKK,TLV - PVG,11433.04101474538
TLV - BKK,TLV - RHO,16396.94117302538
TLV - BKK,TLV - RIX,21697.868442559764
TLV - BKK,TLV - SFO,78210.74176454463
TLV - BKK,TLV - SKD,10223.283167033987
TLV - BKK,TLV - SKG,17613.035906556215
TLV - BKK,TLV - SOF,17656.330822934964
TLV - BKK,TLV - SSH,15352.90635762681
TLV - BKK,TLV - STR,22705.381668152648
TLV - BKK,TLV - SZG,21433.056174904483
TLV - BKK,TLV - TAS,10278.435980277403
TLV - BKK,TLV - TBS,14840.801824519907
TLV - BKK,TLV - TGD,18914.751092959137
TLV - BKK,TLV - TIA,18520.260016801367
TLV - BKK,TLV - TIV,18128.909800458256
TLV - BKK,TLV - TRN,22474.08639021603
TLV - BKK,TLV - TZX,16017.876564691931
TLV - BKK,TLV - VAR,16919.380535828215
TLV - BKK,TLV - VCE,21447.350040433463
TLV - BKK,TLV - VIE,20437.962788417517
TLV - BKK,TLV - VNO,20861.541259561098
TLV - BKK,TLV - VRN,21510.24959281842
TLV - BKK,TLV - WAW,19911.657745647146
TLV - BKK,TLV - YUL,71679.27140358477
TLV - BKK,TLV - YYZ,72367.5471758884
TLV - BKK,TLV - ZAG,19404.27667399704
TLV - BKK,TLV - ZNZ,13053.960968376694
TLV - BKK,TLV - ZRH,22798.97626210153
TLV - BKK,TLV - ZTH,17522.532658518823
TLV - BLQ,TLV - BOJ,4323.728498828624
TLV - BLQ,TLV - BOS,10850.802919970783
TLV - BLQ,TLV - BRI,937.2465486291096
TLV - BLQ,TLV - BRU,2794.0937959784737
TLV - BLQ,TLV - BUD,2674.1275097491207
TLV - BLQ,TLV - CDG,924.4496884343866
TLV - BLQ,TLV - CLJ,3705.0594382954673
TLV - BLQ,TLV - CMN,4347.939379810646
TLV - BLQ,TLV - CTA,1797.9810713712877
TLV - BLQ,TLV - DEB,2502.4535712725765
TLV - BLQ,TLV - DEL,11853.819251193616
TLV - BLQ,TLV - DLM,4595.720520136572
TLV - BLQ,TLV - DME,4829.382601357173
TLV - BLQ,TLV - DUB,3254.582055673467
TLV - BLQ,TLV - DUS,811.8194009139291
TLV - BLQ,TLV - EVN,6577.779684518039
TLV - BLQ,TLV - FCO,438.8483428070676
TLV - BLQ,TLV - FKB,1136.9807641676487
TLV - BLQ,TLV - FMM,931.2632092698848
TLV - BLQ,TLV - FRA,1287.6390515879284
TLV - BLQ,TLV - GVA,571.8650907641828
TLV - BLQ,TLV - GYD,6539.639632600694
TLV - BLQ,TLV - HEL,4632.919117027994
TLV - BLQ,TLV - HER,3638.4391432445373
TLV - BLQ,TLV - HKG,21238.44918030086
TLV - BLQ,TLV - HKT,24429.598002799066
TLV - BLQ,TLV - IAD,18448.694866060865
TLV - BLQ,TLV - IAS,4298.2794066634615
TLV - BLQ,TLV - ICN,18895.27747139229
TLV - BLQ,TLV - IST,4662.7477033329005
TLV - BLQ,TLV - JFK,20540.926840488944
TLV - BLQ,TLV - JNB,14262.823378449473
TLV - BLQ,TLV - KEF,3948.950509186162
TLV - BLQ,TLV - KIV,5894.350926787436
TLV - BLQ,TLV - KRK,3182.6500666203024
TLV - BLQ,TLV - LAX,75412.11321966929
TLV - BLQ,TLV - LCA,6579.9581065025
TLV - BLQ,TLV - LHR,2494.106105909135
TLV - BLQ,TLV - LIS,3636.3057579483784
TLV - BLQ,TLV - MAD,2291.106456180679
TLV - BLQ,TLV - MAN,2988.5251123621915
TLV - BLQ,TLV - MIA,22755.04626834489
TLV - BLQ,TLV - MLA,2136.8692728006913
TLV - BLQ,TLV - MUC,1233.1337827825394
TLV - BLQ,TLV - MXP,707.630258343402
TLV - BLQ,TLV - NAP,689.4499415339766
TLV - BLQ,TLV - NCE,379.1355089581664
TLV - BLQ,TLV - NRT,45765.09681706063
TLV - BLQ,TLV - OPO,3795.892224644499
TLV - BLQ,TLV - ORD,37803.69498293046
TLV - BLQ,TLV - OTP,3712.2394090744515
TLV - BLQ,TLV - PEK,17529.458817684113
TLV - BLQ,TLV - PFO,6166.611253095723
TLV - BLQ,TLV - PMI,1915.1957944609937
TLV - BLQ,TLV - PRG,1708.8180514267392
TLV - BLQ,TLV - PVG,24880.948169832303
TLV - BLQ,TLV - RHO,4289.878203164943
TLV - BLQ,TLV - RIX,4077.52921848964
TLV - BLQ,TLV - SFO,46243.91864071388
TLV - BLQ,TLV - SKD,9295.797739166397
TLV - BLQ,TLV - SKG,2399.3031342708423
TLV - BLQ,TLV - SOF,2700.557036684285
TLV - BLQ,TLV - SSH,6652.813653073792
TLV - BLQ,TLV - STR,1082.8901949498072
TLV - BLQ,TLV - SZG,1106.3744707692365
TLV - BLQ,TLV - TAS,9444.873443840348
TLV - BLQ,TLV - TBS,6906.806000477674
TLV - BLQ,TLV - TGD,1388.3148313293752
TLV - BLQ,TLV - TIA,1455.9332292674983
TLV - BLQ,TLV - TIV,1349.8123254033974
TLV - BLQ,TLV - TRN,224.33700987492213
TLV - BLQ,TLV - TZX,6668.685456423062
TLV - BLQ,TLV - VAR,4404.8071801982815
TLV - BLQ,TLV - VCE,246.53147547702824
TLV - BLQ,TLV - VIE,1792.2026809543954
TLV - BLQ,TLV - VNO,3672.3213919206046
TLV - BLQ,TLV - VRN,74.3821280698489
TLV - BLQ,TLV - WAW,3354.291892587697
TLV - BLQ,TLV - YUL,34436.29786735982
TLV - BLQ,TLV - YYZ,34837.450062570446
TLV - BLQ,TLV - ZAG,1184.7363632292816
TLV - BLQ,TLV - ZNZ,9676.723249311286
TLV - BLQ,TLV - ZRH,1151.0574851810295
TLV - BLQ,TLV - ZTH,2195.674462028172
TLV - BOJ,TLV - BOS,20083.94717111082
TLV - BOJ,TLV - BRI,1858.1407302367447
TLV - BOJ,TLV - BRU,3973.515566924041
TLV - BOJ,TLV - BUD,1067.264048463941
TLV - BOJ,TLV - CDG,5973.157602308967
TLV - BOJ,TLV - CLJ,346.7108029161912
TLV - BOJ,TLV - CMN,11076.836350597217
TLV - BOJ,TLV - CTA,2307.976753262134
TLV - BOJ,TLV - DEB,1601.8523684546424
TLV - BOJ,TLV - DEL,5920.983614694128
TLV - BOJ,TLV - DLM,618.8370109400954
TLV - BOJ,TLV - DME,2848.528800144351
TLV - BOJ,TLV - DUB,9453.843467708783
TLV - BOJ,TLV - DUS,5523.243639477465
TLV - BOJ,TLV - EVN,1372.8732411278108
TLV - BOJ,TLV - FCO,2516.0085379547204
TLV - BOJ,TLV - FKB,4106.194968906193
TLV - BOJ,TLV - FMM,3606.7032562123486
TLV - BOJ,TLV - FRA,4232.841899155737
TLV - BOJ,TLV - GVA,5070.693188616963
TLV - BOJ,TLV - GYD,1406.2926606346966
TLV - BOJ,TLV - HEL,3459.592849412447
TLV - BOJ,TLV - HER,975.8813266390754
TLV - BOJ,TLV - HKG,15437.989273715964
TLV - BOJ,TLV - HKT,18050.50845224068
TLV - BOJ,TLV - IAD,29404.365725289106
TLV - BOJ,TLV - IAS,494.313619236925
TLV - BOJ,TLV - ICN,13150.206574313457
TLV - BOJ,TLV - IST,99.74243618167475
TLV - BOJ,TLV - JFK,30673.977352360376
TLV - BOJ,TLV - JNB,10150.531581056044
TLV - BOJ,TLV - KEF,6993.676063995641
TLV - BOJ,TLV - KIV,861.9877161200211
TLV - BOJ,TLV - KRK,1255.3436070442751
TLV - BOJ,TLV - LAX,86607.81727640198
TLV - BOJ,TLV - LCA,865.9921610604648
TLV - BOJ,TLV - LHR,6337.191720205503
TLV - BOJ,TLV - LIS,10261.0656824183
TLV - BOJ,TLV - MAD,7475.427577184734
TLV - BOJ,TLV - MAN,7227.340290091411
TLV - BOJ,TLV - MIA,34046.6350693674
TLV - BOJ,TLV - MLA,2434.985743460439
TLV - BOJ,TLV - MUC,2736.095234957121
TLV - BOJ,TLV - MXP,3683.7265960399372
TLV - BOJ,TLV - NAP,2456.779618035291
TLV - BOJ,TLV - NCE,3970.654976624192
TLV - BOJ,TLV - NRT,39339.27652041663
TLV - BOJ,TLV - OPO,10685.330450962918
TLV - BOJ,TLV - ORD,46971.42404722296
TLV - BOJ,TLV - OTP,377.9393190967002
TLV - BOJ,TLV - PEK,11985.360322846696
TLV - BOJ,TLV - PFO,862.7953051678255
TLV - BOJ,TLV - PMI,5958.727384397393
TLV - BOJ,TLV - PRG,2802.208693729424
TLV - BOJ,TLV - PVG,18935.196233843788
TLV - BOJ,TLV - RHO,787.7095253702349
TLV - BOJ,TLV - RIX,2576.2197747588007
TLV - BOJ,TLV - SFO,53311.65554268142
TLV - BOJ,TLV - SKD,3640.157711328482
TLV - BOJ,TLV - SKG,971.6075875196501
TLV - BOJ,TLV - SOF,778.97862512668
TLV - BOJ,TLV - SSH,1443.36328326247
TLV - BOJ,TLV - STR,3710.0616044084663
TLV - BOJ,TLV - SZG,2859.7604401037147
TLV - BOJ,TLV - TAS,3772.4531056513974
TLV - BOJ,TLV - TBS,1041.3131193836948
TLV - BOJ,TLV - TGD,1640.1760528365687
TLV - BOJ,TLV - TIA,1496.9511969471312
TLV - BOJ,TLV - TIV,1314.1999481239816
TLV - BOJ,TLV - TRN,3986.1651990638193
TLV - BOJ,TLV - TZX,928.505193553267
TLV - BOJ,TLV - VAR,41.618970228145564
TLV - BOJ,TLV - VCE,3205.4216146108674
TLV - BOJ,TLV - VIE,2081.775105352448
TLV - BOJ,TLV - VNO,2087.0569468271347
TLV - BOJ,TLV - VRN,3318.26348692825
TLV - BOJ,TLV - WAW,1464.0373209647933
TLV - BOJ,TLV - YUL,46112.39330349616
TLV - BOJ,TLV - YYZ,47780.94063464035
TLV - BOJ,TLV - ZAG,1768.2101150623432
TLV - BOJ,TLV - ZNZ,4518.0653424269085
TLV - BOJ,TLV - ZRH,3724.825665257903
TLV - BOJ,TLV - ZTH,1136.7620179318585
TLV - BOS,TLV - BRI,13259.152609559173
TLV - BOS,TLV - BRU,11925.130972574261
TLV - BOS,TLV - BUD,16096.806191684356
TLV - BOS,TLV - CDG,8401.555065484816
TLV - BOS,TLV - CLJ,18625.846144226954
TLV - BOS,TLV - CMN,5918.1089821347805
TLV - BOS,TLV - CTA,12754.830157031804
TLV - BOS,TLV - DEB,16554.521994551233
TLV - BOS,TLV - DEL,28584.304985265368
TLV - BOS,TLV - DLM,20420.358252881288
TLV - BOS,TLV - DME,18861.258346460752
TLV - BOS,TLV - DUB,7864.066659212853
TLV - BOS,TLV - DUS,10360.375681667378
TLV - BOS,TLV - EVN,23211.47070406524
TLV - BOS,TLV - FCO,11164.036178920565
TLV - BOS,TLV - FKB,11173.850702083953
TLV - BOS,TLV - FMM,11665.489042232617
TLV - BOS,TLV - FRA,11512.785582481798
TLV - BOS,TLV - GVA,9432.610663914842
TLV - BOS,TLV - GYD,23156.75365275992
TLV - BOS,TLV - HEL,17819.45672797468
TLV - BOS,TLV - HER,18147.682432219808
TLV - BOS,TLV - HKG,38066.38539498516
TLV - BOS,TLV - HKT,41534.03162205379
TLV - BOS,TLV - IAD,2680.1055523059676
TLV - BOS,TLV - IAS,20030.50276524323
TLV - BOS,TLV - ICN,35626.91977994991
TLV - BOS,TLV - IST,20802.005936109857
TLV - BOS,TLV - JFK,6600.455756730702
TLV - BOS,TLV - JNB,28363.258621883502
TLV - BOS,TLV - KEF,12002.822828958477
TLV - BOS,TLV - KIV,22387.539119330428
TLV - BOS,TLV - KRK,16871.45715921286
TLV - BOS,TLV - LAX,44265.171670051146
TLV - BOS,TLV - LCA,24076.62967732147
TLV - BOS,TLV - LHR,9527.028807137423
TLV - BOS,TLV - LIS,4989.585054966385
TLV - BOS,TLV - MAD,5864.158773759046
TLV - BOS,TLV - MAN,9566.528154977812
TLV - BOS,TLV - MIA,5759.738302261523
TLV - BOS,TLV - MLA,12876.245719352693
TLV - BOS,TLV - MUC,12427.815960589689
TLV - BOS,TLV - MXP,10753.635379302088
TLV - BOS,TLV - NAP,12081.70156121446
TLV - BOS,TLV - NCE,9316.158571239539
TLV - BOS,TLV - NRT,62304.71616007852
TLV - BOS,TLV - OPO,4526.915615586502
TLV - BOS,TLV - ORD,17832.521460362055
TLV - BOS,TLV - OTP,18861.02153739393
TLV - BOS,TLV - PEK,34561.35311630323
TLV - BOS,TLV - PFO,23277.294416108
TLV - BOS,TLV - PMI,8008.191151947147
TLV - BOS,TLV - PRG,13633.253697969229
TLV - BOS,TLV - PVG,41494.28291699334
TLV - BOS,TLV - RHO,19864.34529536318
TLV - BOS,TLV - RIX,18159.016155608937
TLV - BOS,TLV - SFO,29812.695253934577
TLV - BOS,TLV - SKD,26401.11202641094
TLV - BOS,TLV - SKG,16526.094650798845
TLV - BOS,TLV - SOF,17103.683686049422
TLV - BOS,TLV - SSH,23280.27904427566
TLV - BOS,TLV - STR,11495.404487151833
TLV - BOS,TLV - SZG,12676.471365714191
TLV - BOS,TLV - TAS,26545.083334588908
TLV - BOS,TLV - TBS,23757.50346486083
TLV - BOS,TLV - TGD,14485.46474995913
TLV - BOS,TLV - TIA,14680.49902576102
TLV - BOS,TLV - TIV,14423.844525781602
TLV - BOS,TLV - TRN,9675.758796127135
TLV - BOS,TLV - TZX,23394.086775182575
TLV - BOS,TLV - VAR,20254.103435405697
TLV - BOS,TLV - VCE,11462.48499564009
TLV - BOS,TLV - VIE,14487.50064270904
TLV - BOS,TLV - VNO,17754.373296404254
TLV - BOS,TLV - VRN,10875.513370517958
TLV - BOS,TLV - WAW,17436.60697519792
TLV - BOS,TLV - YUL,15153.450883381383
TLV - BOS,TLV - YYZ,11566.9711787568
TLV - BOS,TLV - ZAG,13574.252812890734
TLV - BOS,TLV - ZNZ,25521.737483665926
TLV - BOS,TLV - ZRH,11217.25133867909
TLV - BOS,TLV - ZTH,15374.686719678337
TLV - BRI,TLV - BRU,3571.77377557458
TLV - BRI,TLV - BUD,1551.435333163654
TLV - BRI,TLV - CDG,2183.603053730306
TLV - BRI,TLV - CLJ,1804.4377687387391
TLV - BRI,TLV - CMN,5645.809606214549
TLV - BRI,TLV - CTA,614.6672565153028
TLV - BRI,TLV - DEB,1344.5650108056311
TLV - BRI,TLV - DEL,8089.3961343118945
TLV - BRI,TLV - DLM,1647.6434337562084
TLV - BRI,TLV - DME,4587.4924058312845
TLV - BRI,TLV - DUB,5283.298232233137
TLV - BRI,TLV - DUS,1932.6135219379617
TLV - BRI,TLV - EVN,2846.696807628598
TLV - BRI,TLV - FCO,241.22154401308424
TLV - BRI,TLV - FKB,1805.812453309981
TLV - BRI,TLV - FMM,1428.5349638325604
TLV - BRI,TLV - FRA,1959.3136359109856
TLV - BRI,TLV - GVA,1606.9652514014238
TLV - BRI,TLV - GYD,2808.701111351225
TLV - BRI,TLV - HEL,4569.156748294396
TLV - BRI,TLV - HER,1091.3978840790007
TLV - BRI,TLV - HKG,18045.42139851922
TLV - BRI,TLV - HKT,20367.93289694485
TLV - BRI,TLV - IAD,21679.16757948055
TLV - BRI,TLV - IAS,1789.5692003259446
TLV - BRI,TLV - ICN,15881.187706095154
TLV - BRI,TLV - IST,1950.2822901857553
TLV - BRI,TLV - JFK,24221.251236379096
TLV - BRI,TLV - JNB,10937.848692663409
TLV - BRI,TLV - KEF,4923.17321270347
TLV - BRI,TLV - KIV,2520.6039341962346
TLV - BRI,TLV - KRK,2059.6500941494974
TLV - BRI,TLV - LAX,80217.47846222573
TLV - BRI,TLV - LCA,2831.8142468232586
TLV - BRI,TLV - LHR,3759.511143765795
TLV - BRI,TLV - LIS,5052.332665134802
TLV - BRI,TLV - MAD,3183.4806807680734
TLV - BRI,TLV - MAN,4406.998769409777
TLV - BRI,TLV - MIA,26431.047242291203
TLV - BRI,TLV - MLA,775.0702244472741
TLV - BRI,TLV - MUC,1254.5853819504916
TLV - BRI,TLV - MXP,1345.7947542601114
TLV - BRI,TLV - NAP,152.62551692995152
TLV - BRI,TLV - NCE,861.7866998205778
TLV - BRI,TLV - NRT,42243.57359526082
TLV - BRI,TLV - OPO,5336.285106078666
TLV - BRI,TLV - ORD,41834.74800103716
TLV - BRI,TLV - OTP,1542.8428217533824
TLV - BRI,TLV - PEK,14683.703423715455
TLV - BRI,TLV - PFO,2559.6909562183373
TLV - BRI,TLV - PMI,2390.9501753172003
TLV - BRI,TLV - PRG,1575.0217983211146
TLV - BRI,TLV - PVG,21799.720963772415
TLV - BRI,TLV - RHO,1417.317618931926
TLV - BRI,TLV - RIX,3908.433456053284
TLV - BRI,TLV - SFO,49539.2396962142
TLV - BRI,TLV - SKD,5929.894263934515
TLV - BRI,TLV - SKG,566.4237923880058
TLV - BRI,TLV - SOF,856.5928242860787
TLV - BRI,TLV - SSH,2918.5041520029818
TLV - BRI,TLV - STR,1592.5068767878952
TLV - BRI,TLV - SZG,1147.3402628277988
TLV - BRI,TLV - TAS,6056.01347944081
TLV - BRI,TLV - TBS,3214.342321698319
TLV - BRI,TLV - TGD,236.2531702210269
TLV - BRI,TLV - TIA,180.92046442768427
TLV - BRI,TLV - TIV,186.90886988655188
TLV - BRI,TLV - TRN,836.4994504926314
TLV - BRI,TLV - TZX,2941.3616757037544
TLV - BRI,TLV - VAR,1918.2369372976466
TLV - BRI,TLV - VCE,551.9061594348932
TLV - BRI,TLV - VIE,1265.6607337567361
TLV - BRI,TLV - VNO,3137.2950398321555
TLV - BRI,TLV - VRN,557.7610955900536
TLV - BRI,TLV - WAW,2313.3925158762704
TLV - BRI,TLV - YUL,39028.09616369489
TLV - BRI,TLV - YYZ,39673.07493630718
TLV - BRI,TLV - ZAG,617.0489782876081
TLV - BRI,TLV - ZNZ,5943.480803749781
TLV - BRI,TLV - ZRH,1746.5771359252078
TLV - BRI,TLV - ZTH,422.17630239643864
TLV - BRU,TLV - BUD,1772.5693051785117
TLV - BRU,TLV - CDG,2603.898296009714
TLV - BRU,TLV - CLJ,2655.3448886813685
TLV - BRU,TLV - CMN,6706.111955748297
TLV - BRU,TLV - CTA,4593.1279975633925
TLV - BRU,TLV - DEB,2699.1073199374714
TLV - BRU,TLV - DEL,13286.999778698926
TLV - BRU,TLV - DLM,5867.752574287153
TLV - BRU,TLV - DME,3085.671952126536
TLV - BRU,TLV - DUB,2834.906742550585
TLV - BRU,TLV - DUS,2186.47138398635
TLV - BRU,TLV - EVN,8391.097345508157
TLV - BRU,TLV - FCO,3234.5277851356395
TLV - BRU,TLV - FKB,1601.3185297398104
TLV - BRU,TLV - FMM,1834.2000215083747
TLV - BRU,TLV - FRA,1503.6336806263982
TLV - BRU,TLV - GVA,2440.0926898707608
TLV - BRU,TLV - GYD,8358.957325195306
TLV - BRU,TLV - HEL,2866.5007275164407
TLV - BRU,TLV - HER,5889.724166505561
TLV - BRU,TLV - HKG,21073.717644543543
TLV - BRU,TLV - HKT,25199.934228121245
TLV - BRU,TLV - IAD,18572.620867847905
TLV - BRU,TLV - IAS,3917.278841310278
TLV - BRU,TLV - ICN,18563.270158601765
TLV - BRU,TLV - IST,4520.094914269008
TLV - BRU,TLV - JFK,16801.461781487276
TLV - BRU,TLV - JNB,16441.717353614822
TLV - BRU,TLV - KEF,2506.614482499694
TLV - BRU,TLV - KIV,6832.350324828804
TLV - BRU,TLV - KRK,2020.8322745951737
TLV - BRU,TLV - LAX,67888.7808760325
TLV - BRU,TLV - LCA,7586.763085390548
TLV - BRU,TLV - LHR,1344.1952526929838
TLV - BRU,TLV - LIS,5645.359338514946
TLV - BRU,TLV - MAD,4553.635150900867
TLV - BRU,TLV - MAN,1467.0696383129568
TLV - BRU,TLV - MIA,21870.116922003555
TLV - BRU,TLV - MLA,4907.99171943655
TLV - BRU,TLV - MUC,1628.4484860586879
TLV - BRU,TLV - MXP,2074.8960878645844
TLV - BRU,TLV - NAP,3469.6424623487374
TLV - BRU,TLV - NCE,2954.5643426239794
TLV - BRU,TLV - NRT,44904.97105002256
TLV - BRU,TLV - OPO,5724.32393480288
TLV - BRU,TLV - ORD,31507.17206645593
TLV - BRU,TLV - OTP,3400.6637442495885
TLV - BRU,TLV - PEK,17271.11730010871
TLV - BRU,TLV - PFO,7361.992508825725
TLV - BRU,TLV - PMI,4340.547870625855
TLV - BRU,TLV - PRG,1613.422878400552
TLV - BRU,TLV - PVG,24201.732040333598
TLV - BRU,TLV - RHO,5965.939787856019
TLV - BRU,TLV - RIX,2395.7509616638954
TLV - BRU,TLV - SFO,40364.44689870179
TLV - BRU,TLV - SKD,9800.376158816902
TLV - BRU,TLV - SKG,4104.846832476172
TLV - BRU,TLV - SOF,3583.508090741215
TLV - BRU,TLV - SSH,8465.016954548824
TLV - BRU,TLV - STR,1631.0125235411163
TLV - BRU,TLV - SZG,1889.9628143414475
TLV - BRU,TLV - TAS,9970.072562747819
TLV - BRU,TLV - TBS,7915.282105665618
TLV - BRU,TLV - TGD,3430.0446812749638
TLV - BRU,TLV - TIA,3673.183104015559
TLV - BRU,TLV - TIV,3527.063527953899
TLV - BRU,TLV - TRN,2739.8439552653535
TLV - BRU,TLV - TZX,7784.9665923348575
TLV - BRU,TLV - VAR,3934.4073122118252
TLV - BRU,TLV - VCE,2656.763389991817
TLV - BRU,TLV - VIE,1879.6938660964945
TLV - BRU,TLV - VNO,2571.409840103231
TLV - BRU,TLV - VRN,2699.393497112945
TLV - BRU,TLV - WAW,2299.6441544902673
TLV - BRU,TLV - YUL,28459.78299578449
TLV - BRU,TLV - YYZ,29583.63981531469
TLV - BRU,TLV - ZAG,2366.675242495338
TLV - BRU,TLV - ZNZ,11508.706719444677
TLV - BRU,TLV - ZRH,1558.396535994014
TLV - BRU,TLV - ZTH,4704.80851635284
TLV - BUD,TLV - CDG,3867.4985192986937
TLV - BUD,TLV - CLJ,609.3979304803885
TLV - BUD,TLV - CMN,8576.937944109866
TLV - BUD,TLV - CTA,2186.8022942946927
TLV - BUD,TLV - DEB,584.0895663392371
TLV - BUD,TLV - DEL,8345.12151778141
TLV - BUD,TLV - DLM,1879.1934224007764
TLV - BUD,TLV - DME,2170.183279031369
TLV - BUD,TLV - DUB,6024.059579989147
TLV - BUD,TLV - DUS,3263.515960053256
TLV - BUD,TLV - EVN,3567.9789132465708
TLV - BUD,TLV - FCO,1796.8415580362405
TLV - BUD,TLV - FKB,2073.2584821074583
TLV - BUD,TLV - FMM,1829.1541146364482
TLV - BUD,TLV - FRA,2096.696411497419
TLV - BUD,TLV - GVA,3102.9596052205966
TLV - BUD,TLV - GYD,3585.2659061293843
TLV - BUD,TLV - HEL,1890.8679249164077
TLV - BUD,TLV - HER,2266.192174787517
TLV - BUD,TLV - HKG,17538.94088544954
TLV - BUD,TLV - HKT,20488.941108212515
TLV - BUD,TLV - IAD,24441.055448004805
TLV - BUD,TLV - IAS,838.388334479578
TLV - BUD,TLV - ICN,15237.730184444164
TLV - BUD,TLV - IST,1332.323372103134
TLV - BUD,TLV - JFK,24309.86811936716
TLV - BUD,TLV - JNB,12235.533551537801
TLV - BUD,TLV - KEF,3491.731519820481
TLV - BUD,TLV - KIV,2514.1301088986147
TLV - BUD,TLV - KRK,352.275086347003
TLV - BUD,TLV - LAX,78486.86852232963
TLV - BUD,TLV - LCA,3115.6417852666095
TLV - BUD,TLV - LHR,3505.9593165490733
TLV - BUD,TLV - LIS,7695.111027441026
TLV - BUD,TLV - MAD,5570.0513264084675
TLV - BUD,TLV - MAN,3963.947820764775
TLV - BUD,TLV - MIA,28702.129033329526
TLV - BUD,TLV - MLA,2350.6425015894883
TLV - BUD,TLV - MUC,1279.2832459781368
TLV - BUD,TLV - MXP,2039.9501473962748
TLV - BUD,TLV - NAP,1782.2167742176293
TLV - BUD,TLV - NCE,2669.889813909582
TLV - BUD,TLV - NRT,41819.54990087236
TLV - BUD,TLV - OPO,7988.836411666001
TLV - BUD,TLV - ORD,39844.989000104906
TLV - BUD,TLV - OTP,516.9645534594301
TLV - BUD,TLV - PEK,13911.644166312568
TLV - BUD,TLV - PFO,2911.463709691956
TLV - BUD,TLV - PMI,4596.640634435751
TLV - BUD,TLV - PRG,1055.1792124535386
TLV - BUD,TLV - PVG,21233.06254281467
TLV - BUD,TLV - RHO,2057.9855105875613
TLV - BUD,TLV - RIX,1514.577707118955
TLV - BUD,TLV - SFO,46790.50028964354
TLV - BUD,TLV - SKD,5347.195991475815
TLV - BUD,TLV - SKG,1313.140076451254
TLV - BUD,TLV - SOF,875.4620391552347
TLV - BUD,TLV - SSH,3675.095456732662
TLV - BUD,TLV - STR,1856.8399845797148
TLV - BUD,TLV - SZG,1383.8782010295838
TLV - BUD,TLV - TAS,5491.950998709074
TLV - BUD,TLV - TBS,3327.1987951988494
TLV - BUD,TLV - TGD,1323.190231504154
TLV - BUD,TLV - TIA,1418.7255555269178
TLV - BUD,TLV - TIV,1386.4145401088174
TLV - BUD,TLV - TRN,2589.3248835496106
TLV - BUD,TLV - TZX,3219.1174806872755
TLV - BUD,TLV - VAR,1061.4378892989873
TLV - BUD,TLV - VCE,1982.0100439303621
TLV - BUD,TLV - VIE,753.0371780564418
TLV - BUD,TLV - VNO,992.5523995336357
TLV - BUD,TLV - VRN,2128.686027107716
TLV - BUD,TLV - WAW,511.45077333148356
TLV - BUD,TLV - YUL,37928.8681192951
TLV - BUD,TLV - YYZ,40005.8845496048
TLV - BUD,TLV - ZAG,1011.462191921755
TLV - BUD,TLV - ZNZ,6860.996147297871
TLV - BUD,TLV - ZRH,1842.5780021768082
TLV - BUD,TLV - ZTH,1832.0924567522945
TLV - CDG,TLV - CLJ,5109.99764808609
TLV - CDG,TLV - CMN,3702.7574300113347
TLV - CDG,TLV - CTA,2979.7906144824838
TLV - CDG,TLV - DEB,3810.9057787357897
TLV - CDG,TLV - DEL,13856.315116967102
TLV - CDG,TLV - DLM,6394.264527225385
TLV - CDG,TLV - DME,5810.644258748313
TLV - CDG,TLV - DUB,1418.1761767399782
TLV - CDG,TLV - DUS,765.770694575841
TLV - CDG,TLV - EVN,8583.292860593607
TLV - CDG,TLV - FCO,1393.8665981067984
TLV - CDG,TLV - FKB,1429.0805764926743
TLV - CDG,TLV - FMM,1511.770588150633
TLV - CDG,TLV - FRA,1566.887441720422
TLV - CDG,TLV - GVA,529.2526874273692
TLV - CDG,TLV - GYD,8544.463286841827
TLV - CDG,TLV - HEL,5253.125222832364
TLV - CDG,TLV - HER,5330.297255693314
TLV - CDG,TLV - HKG,23034.509016387325
TLV - CDG,TLV - HKT,26498.243754386964
TLV - CDG,TLV - IAD,14876.506143776143
TLV - CDG,TLV - IAS,5874.47203377827
